YEAR,MONTH,DAY,sumPrecipitation,maxDryBulbTemperature,minDryBulbTemperature,meanDryBulbTemperature,meanDewPointTemperature,meanWetBulbTemperature,maxWindSpeed,meanWindSpeed,maxRelativeHumidity,minRelativeHumidity,meanRelativeHumidity,calculate_circular_meanWindDirection,mode_functionWindDirection,maxWindGustSpeed,mode_functionPresentWeatherType,mode_functionSkyConditions
2014,11,6,0.0,64.0,27.0,42.25,21.26388888888889,33.25,11.0,2.3194444444444446,80.0,18.0,50.25,17.984798876221323,0.0,16.0,,CLR:00
2014,11,7,0.0,70.0,27.0,42.26470588235294,17.802816901408452,32.13235294117647,8.0,1.3661971830985915,74.0,11.0,45.60294117647059,8.426190602537401,0.0,,,CLR:00
2014,11,8,0.0,64.0,28.0,39.61666666666667,20.15,31.433333333333334,9.0,0.9666666666666667,69.0,17.0,49.766666666666666,9.558230154805468,0.0,,,CLR:00
2014,11,9,0.0,66.0,28.0,45.041666666666664,22.069444444444443,34.916666666666664,11.0,3.5277777777777777,69.0,18.0,44.47222222222222,306.8243139590977,0.0,,,CLR:00
2014,11,10,0.0,64.0,30.0,45.333333333333336,21.61111111111111,35.041666666666664,11.0,3.9583333333333335,69.0,17.0,42.986111111111114,284.81287857199567,0.0,,,CLR:00
2014,11,11,0.0,63.0,28.0,43.833333333333336,14.472222222222221,32.111111111111114,11.0,4.222222222222222,69.0,11.0,37.111111111111114,286.9658976507034,0.0,18.0,,CLR:00
2014,11,12,0.0,61.0,30.0,44.541666666666664,9.625,31.51388888888889,13.0,4.75,60.0,9.0,28.180555555555557,283.93899751078607,0.0,20.0,,CLR:00
2014,11,13,0.0,57.0,32.0,45.236111111111114,30.90277777777778,38.72222222222222,20.0,7.680555555555555,81.0,37.0,58.791666666666664,254.26842059569856,260.0,26.0,,CLR:00
2014,11,14,0.0,55.0,32.0,43.763888888888886,20.430555555555557,34.27777777777778,17.0,5.430555555555555,87.0,14.0,45.708333333333336,270.8106460503427,0.0,28.0,,CLR:00
2014,11,15,0.0,54.0,30.0,42.333333333333336,17.22222222222222,32.236111111111114,15.0,7.958333333333333,55.0,19.0,38.44444444444444,269.47252100566357,0.0,26.0,,CLR:00
2014,11,16,0.0,41.0,28.0,34.25,-1.3396226415094339,23.875,20.0,7.236111111111111,81.0,2.0,22.97222222222222,57.532792297124445,0.0,25.0,,CLR:00
2014,11,17,0.0,46.0,25.0,34.708333333333336,0.8333333333333334,24.069444444444443,14.0,4.444444444444445,37.0,14.0,24.694444444444443,46.34376401954567,0.0,18.0,,CLR:00
2014,11,18,0.0,54.0,19.0,35.77777777777778,0.013888888888888888,24.444444444444443,11.0,2.638888888888889,42.0,8.0,24.38888888888889,17.534381934884095,0.0,16.0,,CLR:00
2014,11,19,0.0,54.0,27.0,37.72222222222222,9.642857142857142,27.5,14.0,3.8055555555555554,64.0,10.0,33.31428571428572,307.0980797411729,0.0,18.0,,CLR:00
2014,11,20,0.0,54.0,21.0,36.958333333333336,23.0,30.61764705882353,14.0,4.805555555555555,87.0,16.0,64.32352941176471,286.23854211993705,0.0,18.0,,CLR:00
2014,11,21,0.43,43.0,27.0,34.73913043478261,28.971014492753625,32.15942028985507,11.0,2.536231884057971,100.0,49.0,81.43478260869566,10.856323095901306,0.0,,* |* |,CLR:00
2014,11,22,0.0,55.0,23.0,40.57971014492754,27.08823529411765,34.25,24.0,8.072463768115941,93.0,25.0,63.088235294117645,276.9141505561423,0.0,31.0,,CLR:00
2014,11,23,0.0,45.0,23.0,35.80281690140845,7.647887323943662,26.943661971830984,17.0,5.112676056338028,93.0,6.0,39.732394366197184,33.43916400826846,0.0,26.0,,CLR:00
2014,11,24,0.0,45.0,19.0,31.573529411764707,6.75,23.279411764705884,15.0,4.970588235294118,63.0,14.0,37.4264705882353,43.376832883765125,0.0,23.0,,CLR:00
2014,11,25,0.0,59.0,19.0,37.638888888888886,5.166666666666667,26.666666666666668,8.0,1.3611111111111112,55.0,6.0,32.22222222222222,1.8015102212747665,0.0,,,CLR:00
2014,11,26,0.0,61.0,27.0,40.361111111111114,13.222222222222221,29.98611111111111,9.0,2.4305555555555554,69.0,11.0,39.02777777777778,29.608456790889306,0.0,,,CLR:00
2014,11,27,0.0,68.0,25.0,38.78787878787879,9.180555555555555,27.984848484848484,10.0,1.8888888888888888,54.0,7.0,36.31818181818182,337.5639151222875,0.0,,,CLR:00
2014,11,28,0.0,61.0,23.0,39.68055555555556,9.333333333333334,28.430555555555557,16.0,3.361111111111111,59.0,10.0,34.40277777777778,328.26199076788066,0.0,24.0,,CLR:00
2014,11,29,0.0,54.0,27.0,39.61538461538461,10.923076923076923,29.092307692307692,13.0,4.292307692307692,59.0,11.0,34.56923076923077,302.65963236426217,0.0,25.0,,CLR:00
2014,11,30,0.0,41.0,32.0,37.51282051282051,19.675675675675677,31.08108108108108,18.0,8.846153846153847,93.0,12.0,55.513513513513516,279.828357298389,0.0,31.0,BR:1 ||,CLR:00
2014,12,1,0.0,52.0,23.0,36.49295774647887,26.281690140845072,32.15492957746479,8.0,1.0704225352112675,100.0,26.0,71.7605633802817,344.6385076086379,0.0,,FZ:8 FG:2 |FG |,CLR:00
2014,12,2,2.5100000000000002,50.0,36.0,43.15277777777778,35.763888888888886,39.986111111111114,20.0,7.722222222222222,100.0,26.0,79.20833333333333,263.87781450447665,260.0,34.0,RA:02 |RA |,CLR:00
2014,12,3,0.48,48.0,41.0,44.27777777777778,42.02777777777778,43.02777777777778,14.0,6.791666666666667,100.0,76.0,91.94444444444444,262.86468501282076,260.0,24.0,RA:02 |RA |,BKN:07 8 OVC:08 13
2014,12,4,0.72,46.0,27.0,39.3,33.857142857142854,36.8,13.0,3.557142857142857,100.0,50.0,82.58571428571429,301.47655205805165,0.0,17.0,RA:02 |RA |,CLR:00
2014,12,5,0.0,46.0,25.0,34.93055555555556,28.59722222222222,32.041666666666664,7.0,1.25,100.0,46.0,79.95833333333333,348.93629893599507,0.0,,BR:1 ||,CLR:00
2014,12,6,0.0,52.0,28.0,36.888888888888886,31.166666666666668,34.19444444444444,10.0,2.0694444444444446,100.0,43.0,82.75,22.779198756757726,0.0,,BR:1 ||,CLR:00
2014,12,7,0.0,55.0,23.0,36.098591549295776,25.943661971830984,31.492957746478872,9.0,0.8309859154929577,100.0,30.0,71.95774647887323,4.326437604532471,0.0,,BR:1 ||,CLR:00
2014,12,8,0.0,55.0,27.0,36.69444444444444,22.791666666666668,30.76388888888889,10.0,1.5694444444444444,93.0,22.0,62.763888888888886,15.281191353877018,0.0,,,CLR:00
2014,12,9,0.0,55.0,23.0,35.943661971830984,20.35820895522388,28.970149253731343,9.0,1.7605633802816902,86.0,20.0,61.37313432835821,9.547644388384228,0.0,,,CLR:00
2014,12,10,0.0,57.0,25.0,37.361111111111114,21.38888888888889,30.90277777777778,11.0,1.2638888888888888,81.0,16.0,58.166666666666664,343.7025576205802,0.0,,,CLR:00
2014,12,11,0.0,54.0,32.0,42.458333333333336,25.194444444444443,34.888888888888886,13.0,4.861111111111111,80.0,32.0,52.15277777777778,273.3379105475357,0.0,34.0,,CLR:00
2014,12,12,0.85,45.0,30.0,34.56944444444444,29.958333333333332,32.486111111111114,24.0,10.222222222222221,100.0,42.0,85.70833333333333,238.04966405768315,230.0,33.0,-SN:03 |SN |,CLR:00
2014,12,13,0.02,34.0,16.0,27.90277777777778,23.76388888888889,26.22222222222222,11.0,4.138888888888889,100.0,75.0,84.29166666666667,269.8922733030927,0.0,17.0,-SN:03 |SN |,CLR:00
2014,12,14,0.0,37.0,12.0,24.90277777777778,20.819444444444443,23.25,8.0,1.5833333333333333,100.0,52.0,85.58333333333333,335.8109945966436,0.0,,BR:1 ||,CLR:00
2014,12,15,0.0,37.0,19.0,29.166666666666668,22.194444444444443,26.36111111111111,13.0,4.361111111111111,93.0,48.0,76.44444444444444,292.03442621380947,0.0,20.0,,CLR:00
2014,12,16,0.02,37.0,27.0,32.18055555555556,28.194444444444443,30.52777777777778,9.0,3.388888888888889,100.0,55.0,86.33333333333333,298.41902044814685,0.0,16.0,-SN:03 |SN |,CLR:00
2014,12,17,0.43,34.0,28.0,31.305555555555557,28.09722222222222,29.833333333333332,13.0,5.722222222222222,100.0,75.0,88.36111111111111,259.78241376378395,250.0,18.0,-SN:03 |SN |,CLR:00
2014,12,18,0.0,36.0,18.0,26.90277777777778,22.77777777777778,25.166666666666668,10.0,2.1944444444444446,100.0,56.0,85.98611111111111,318.99091686025486,0.0,,BR:1 ||,CLR:00
2014,12,19,0.0,46.0,19.0,29.625,22.194444444444443,26.541666666666668,10.0,2.111111111111111,100.0,34.0,77.11111111111111,330.38256831125796,0.0,16.0,BR:1 ||,CLR:00
2014,12,20,0.0,43.0,23.0,33.34722222222222,28.65277777777778,31.319444444444443,14.0,4.291666666666667,100.0,66.0,83.94444444444444,288.8865608015198,0.0,20.0,BR:1 ||,CLR:00
2014,12,21,0.0,54.0,27.0,36.94444444444444,29.833333333333332,33.541666666666664,10.0,2.2777777777777777,100.0,44.0,78.72222222222223,336.478855032106,0.0,,BR:1 ||,CLR:00
2014,12,22,0.0,61.0,30.0,44.87323943661972,21.26388888888889,34.88732394366197,15.0,3.486111111111111,93.0,14.0,47.08450704225352,359.6191597095749,0.0,24.0,,CLR:00
2014,12,23,0.0,50.0,27.0,41.236111111111114,22.73611111111111,33.388888888888886,16.0,5.958333333333333,81.0,30.0,50.541666666666664,57.7109664544681,0.0,26.0,,CLR:00
2014,12,24,0.0,52.0,23.0,36.65277777777778,24.819444444444443,31.63888888888889,23.0,7.694444444444445,93.0,30.0,65.26388888888889,281.13415244094864,260.0,33.0,,CLR:00
2014,12,25,0.0,36.0,21.0,28.52777777777778,11.083333333333334,22.90277777777778,17.0,6.097222222222222,93.0,29.0,50.958333333333336,332.0464097833804,0.0,26.0,BR:1 ||,CLR:00
2014,12,26,0.0,30.0,14.0,22.916666666666668,4.986111111111111,17.555555555555557,18.0,6.416666666666667,79.0,26.0,47.44444444444444,40.72155327630013,0.0,37.0,,CLR:00
2014,12,27,0.0,41.0,18.0,26.819444444444443,0.31343283582089554,19.305555555555557,10.0,4.763888888888889,68.0,3.0,38.208333333333336,68.17231046473562,0.0,,HZ:7 ||HZ,CLR:00
2014,12,28,0.0,48.0,19.0,31.055555555555557,8.130434782608695,23.18840579710145,11.0,2.875,69.0,7.0,45.20289855072464,313.70061830303945,0.0,,HZ:7 ||HZ,CLR:00
2014,12,29,0.0,50.0,23.0,35.014084507042256,-2.464788732394366,23.971830985915492,14.0,6.901408450704225,51.0,5.0,24.35211267605634,243.79415456385962,240.0,28.0,HZ:7 ||HZ,CLR:00
2014,12,30,0.05,32.0,18.0,24.876923076923077,13.4,21.092307692307692,15.0,8.692307692307692,93.0,32.0,64.72307692307692,277.00327574894686,250.0,30.0,* |* |,CLR:00
2014,12,31,0.0,18.0,10.0,12.242424242424242,5.878787878787879,10.757575757575758,11.0,4.666666666666667,85.0,57.0,75.03030303030303,39.12924463997969,0.0,22.0,-SN:03 |SN |,BKN:07 10 OVC:08 21
2015,1,1,0.0,30.0,0.0,14.305555555555555,0.05555555555555555,10.402777777777779,9.0,1.9722222222222223,85.0,20.0,59.72222222222222,13.1846359128665,0.0,21.0,HZ:7 ||HZ,CLR:00
2015,1,2,0.0,39.0,1.0,19.76388888888889,6.986111111111111,15.625,8.0,1.3888888888888888,85.0,28.0,62.458333333333336,2.897101438472286,0.0,,HZ:7 ||HZ,CLR:00
2015,1,3,0.0,48.0,10.0,25.98611111111111,12.680555555555555,21.125,6.0,0.9305555555555556,92.0,21.0,63.583333333333336,1.924658264706484,0.0,,,CLR:00
2015,1,4,0.0,52.0,18.0,30.319444444444443,17.97222222222222,25.444444444444443,8.0,2.0,86.0,24.0,65.26388888888889,332.4668549360555,0.0,,,CLR:00
2015,1,5,0.0,54.0,21.0,33.44444444444444,19.86111111111111,27.916666666666668,11.0,2.6666666666666665,86.0,27.0,61.833333333333336,30.130432292148146,0.0,,HZ:7 ||HZ,CLR:00
2015,1,6,0.0,55.0,19.0,34.02777777777778,18.15277777777778,27.65277777777778,13.0,2.1527777777777777,86.0,19.0,59.27777777777778,16.6224766764178,0.0,,,CLR:00
2015,1,7,0.0,55.0,21.0,35.02777777777778,22.27777777777778,29.541666666666668,8.0,1.5138888888888888,93.0,24.0,65.22222222222223,15.314566976449958,0.0,,HZ:7 ||HZ,CLR:00
2015,1,8,0.0,55.0,25.0,37.361111111111114,26.01388888888889,32.208333333333336,10.0,2.013888888888889,87.0,28.0,68.22222222222223,348.56491556756833,0.0,,,CLR:00
2015,1,9,0.0,50.0,28.0,37.47222222222222,29.61111111111111,34.013888888888886,7.0,1.4305555555555556,100.0,47.0,75.19444444444444,331.9850297873542,0.0,,DZ:01 |DZ |,OVC:08 110
2015,1,10,0.03,46.0,28.0,35.52777777777778,29.666666666666668,32.958333333333336,9.0,1.8055555555555556,100.0,42.0,81.72222222222223,337.3790937398391,0.0,,BR:1 ||,CLR:00
2015,1,11,0.51,41.0,32.0,35.81944444444444,34.97222222222222,35.486111111111114,6.0,0.6944444444444444,100.0,87.0,96.44444444444444,2.358985570546821,0.0,,BR:1 ||,OVC:08 9
2015,1,12,0.0,45.0,28.0,34.736111111111114,30.583333333333332,32.90277777777778,13.0,2.4305555555555554,100.0,57.0,86.48611111111111,324.4092283670796,0.0,,FZ:8 FG:2 |FG |,CLR:00
2015,1,13,0.0,36.0,27.0,32.68055555555556,22.208333333333332,28.625,14.0,6.347222222222222,100.0,51.0,67.29166666666667,34.592449590006325,0.0,23.0,,CLR:00
2015,1,14,0.0,45.0,23.0,32.44444444444444,18.805555555555557,27.23611111111111,10.0,3.1944444444444446,93.0,27.0,61.09722222222222,41.4373796284345,0.0,16.0,,CLR:00
2015,1,15,0.0,52.0,18.0,31.625,12.847222222222221,24.84722222222222,15.0,2.9583333333333335,79.0,10.0,53.56944444444444,15.778672371858127,0.0,20.0,HZ:7 ||HZ,CLR:00
2015,1,16,0.0,59.0,18.0,33.833333333333336,9.319444444444445,25.34722222222222,9.0,1.9444444444444444,79.0,6.0,47.138888888888886,335.15902134585326,0.0,,,CLR:00
2015,1,17,0.0,55.0,25.0,37.44444444444444,20.97222222222222,30.583333333333332,15.0,3.4166666666666665,80.0,22.0,56.708333333333336,20.39423600429803,0.0,18.0,HZ:7 ||HZ,CLR:00
2015,1,18,0.0,61.0,27.0,38.666666666666664,23.23611111111111,31.958333333333332,8.0,1.8194444444444444,87.0,22.0,60.19444444444444,328.2343443078479,0.0,,HZ:7 ||HZ,CLR:00
2015,1,19,0.0,57.0,27.0,38.013888888888886,17.76388888888889,29.944444444444443,11.0,2.875,87.0,16.0,51.333333333333336,327.4595622997638,0.0,16.0,,CLR:00
2015,1,20,0.0,52.0,25.0,36.43055555555556,22.666666666666668,30.694444444444443,13.0,3.0,93.0,28.0,62.56944444444444,325.09968979027076,0.0,17.0,RA:02 |RA |,CLR:00
2015,1,21,0.0,43.0,23.0,32.083333333333336,18.583333333333332,26.90277777777778,11.0,3.4444444444444446,93.0,19.0,62.333333333333336,35.60308499714622,0.0,24.0,,CLR:00
2015,1,22,0.0,46.0,16.0,29.5,4.0588235294117645,21.602941176470587,10.0,2.25,79.0,7.0,41.80882352941177,23.368554935790815,0.0,,,CLR:00
2015,1,23,0.0,45.0,19.0,32.80555555555556,2.5416666666666665,23.23611111111111,14.0,6.222222222222222,63.0,11.0,33.013888888888886,40.04763660394162,0.0,26.0,,CLR:00
2015,1,24,0.0,45.0,27.0,36.388888888888886,13.402777777777779,27.97222222222222,20.0,10.180555555555555,54.0,27.0,39.81944444444444,72.68596005988913,60.0,26.0,,CLR:00
2015,1,25,0.0,52.0,28.0,40.25,18.75,31.694444444444443,15.0,7.569444444444445,69.0,24.0,43.90277777777778,54.73694193885591,0.0,20.0,,CLR:00
2015,1,26,0.05,46.0,34.0,40.583333333333336,29.27777777777778,35.875,14.0,4.930555555555555,100.0,27.0,67.95833333333333,36.8269311065027,0.0,20.0,-RA:02 |RA |,CLR:00
2015,1,27,0.0,46.0,27.0,36.0,30.444444444444443,33.486111111111114,10.0,3.0972222222222223,100.0,40.0,82.38888888888889,311.0592365433775,0.0,,,CLR:00
2015,1,28,0.0,46.0,23.0,33.791666666666664,28.069444444444443,31.305555555555557,9.0,2.263888888888889,100.0,49.0,81.25,24.044270675958302,0.0,,BR:1 ||,CLR:00
2015,1,29,0.0,46.0,32.0,36.611111111111114,29.305555555555557,33.34722222222222,13.0,3.0277777777777777,100.0,32.0,78.58333333333333,29.04927514355258,0.0,,-RA:02 |RA |,CLR:00
2015,1,30,0.31,34.0,32.0,33.09090909090909,32.72727272727273,32.90909090909091,6.0,1.2878787878787878,100.0,93.0,98.72727272727273,17.538560198390073,0.0,,-RA:02 |RA |,OVC:08 10
2015,1,31,0.25,36.0,32.0,33.48717948717949,32.205128205128204,32.84615384615385,13.0,5.0256410256410255,100.0,81.0,95.74358974358974,23.464187830791673,0.0,23.0,-SN:03 |SN |,CLR:00
2015,2,1,0.0,54.0,27.0,37.013888888888886,20.885714285714286,30.47142857142857,11.0,2.4444444444444446,100.0,12.0,64.62857142857143,29.96365321173137,0.0,23.0,,CLR:00
2015,2,2,0.0,59.0,25.0,38.94444444444444,21.84722222222222,31.61111111111111,11.0,2.0694444444444446,86.0,20.0,58.22222222222222,350.04030109783827,0.0,16.0,,CLR:00
2015,2,3,0.0,59.0,27.0,39.55555555555556,20.47222222222222,31.666666666666668,11.0,2.75,86.0,16.0,54.875,317.6685202564348,0.0,16.0,,CLR:00
2015,2,4,0.0,61.0,23.0,39.888888888888886,18.40277777777778,31.208333333333332,9.0,2.361111111111111,86.0,12.0,52.041666666666664,324.1466855593796,0.0,,,CLR:00
2015,2,5,0.0,61.0,23.0,40.27777777777778,19.26388888888889,31.555555555555557,13.0,2.5416666666666665,86.0,17.0,50.638888888888886,327.6309426799282,0.0,17.0,,CLR:00
2015,2,6,0.0,57.0,28.0,44.47222222222222,14.416666666666666,32.84722222222222,17.0,7.527777777777778,69.0,14.0,33.583333333333336,270.8741280845568,0.0,32.0,,CLR:00
2015,2,7,0.0,55.0,39.0,47.333333333333336,27.444444444444443,39.30555555555556,16.0,8.402777777777779,93.0,15.0,53.56944444444444,250.49802143039136,260.0,21.0,DZ:01 |DZ |,CLR:00
2015,2,8,0.0,59.0,30.0,44.125,32.55555555555556,38.56944444444444,14.0,4.513888888888889,100.0,33.0,68.77777777777777,289.07183487263285,0.0,16.0,,CLR:00
2015,2,9,0.0,61.0,28.0,45.041666666666664,19.309859154929576,34.59154929577465,17.0,6.611111111111111,81.0,9.0,42.67605633802817,275.0349290787839,260.0,24.0,,CLR:00
2015,2,10,0.0,54.0,25.0,36.833333333333336,19.444444444444443,29.791666666666668,14.0,3.1666666666666665,74.0,32.0,51.333333333333336,27.662076333424565,0.0,16.0,,CLR:00
2015,2,11,0.0,52.0,23.0,36.111111111111114,13.25,27.65277777777778,15.0,5.291666666666667,69.0,15.0,43.861111111111114,43.008406414983384,0.0,20.0,,CLR:00
2015,2,12,0.0,57.0,25.0,38.361111111111114,13.194444444444445,28.944444444444443,21.0,5.083333333333333,74.0,9.0,41.90277777777778,23.53144537224759,0.0,25.0,,CLR:00
2015,2,13,0.0,61.0,27.0,42.22222222222222,15.944444444444445,31.666666666666668,16.0,3.7083333333333335,60.0,14.0,38.861111111111114,25.275452284504247,0.0,21.0,,CLR:00
2015,2,14,0.0,61.0,27.0,41.22222222222222,17.98611111111111,31.72222222222222,9.0,2.1666666666666665,69.0,14.0,45.541666666666664,15.506963521685282,0.0,,,CLR:00
2015,2,15,0.0,57.0,27.0,40.083333333333336,19.26388888888889,31.430555555555557,15.0,3.1666666666666665,80.0,18.0,49.22222222222222,4.781344974296565,0.0,22.0,,CLR:00
2015,2,16,0.0,61.0,23.0,39.625,21.38888888888889,31.708333333333332,14.0,3.5277777777777777,86.0,20.0,54.52777777777778,315.21894123099753,0.0,21.0,,CLR:00
2015,2,17,0.0,59.0,23.0,39.666666666666664,20.583333333333332,31.694444444444443,13.0,2.7083333333333335,80.0,18.0,52.111111111111114,326.52831022575106,0.0,16.0,,CLR:00
2015,2,18,0.0,63.0,25.0,40.90277777777778,20.791666666666668,32.40277777777778,11.0,2.2916666666666665,80.0,14.0,50.416666666666664,348.0230243620489,0.0,17.0,,CLR:00
2015,2,19,0.0,63.0,27.0,41.861111111111114,16.055555555555557,31.569444444444443,10.0,2.8055555555555554,69.0,10.0,42.43055555555556,323.48884743531545,0.0,,,CLR:00
2015,2,20,0.0,59.0,30.0,40.84722222222222,15.291666666666666,31.11111111111111,13.0,3.1805555555555554,70.0,9.0,42.52777777777778,326.172674858464,0.0,,,CLR:00
2015,2,21,0.0,59.0,23.0,39.94444444444444,17.779411764705884,30.63235294117647,15.0,6.638888888888889,87.0,7.0,51.25,279.9543447638407,0.0,20.0,,CLR:00
2015,2,22,0.19,41.0,30.0,33.52777777777778,30.194444444444443,31.98611111111111,16.0,8.98611111111111,100.0,49.0,89.26388888888889,250.55262735032102,260.0,22.0,-SN:03 |SN |,CLR:00
2015,2,23,0.34,34.0,23.0,29.73611111111111,26.22222222222222,28.27777777777778,11.0,5.375,100.0,69.0,86.54166666666667,268.7081501132253,250.0,20.0,-SN:03 |SN |,OVC:08 5
2015,2,24,0.0,39.0,21.0,29.76388888888889,14.902777777777779,24.52777777777778,13.0,4.152777777777778,86.0,26.0,56.93055555555556,17.914099556180805,0.0,25.0,HZ:7 ||HZ,CLR:00
2015,2,25,0.0,55.0,19.0,35.52777777777778,20.569444444444443,29.25,9.0,1.7222222222222223,93.0,22.0,61.763888888888886,7.561861224469448,0.0,,BR:1 ||,CLR:00
2015,2,26,0.0,52.0,23.0,36.89855072463768,22.594202898550726,30.92753623188406,11.0,4.594202898550725,86.0,25.0,60.85507246376812,280.09881866916237,0.0,17.0,,CLR:00
2015,2,27,0.0,32.0,30.0,31.0,23.0,27.5,0.0,0.0,75.0,69.0,72.0,0.0,0.0,,,CLR:00
2015,2,28,0.0,32.0,25.0,29.125,23.583333333333332,26.833333333333332,14.0,4.291666666666667,93.0,64.0,79.625,289.87817090250076,0.0,20.0,,CLR:00
2015,3,1,0.15,32.0,23.0,28.555555555555557,25.930555555555557,27.52777777777778,9.0,1.5972222222222223,93.0,80.0,89.11111111111111,350.74345274370955,0.0,22.0,-SN:03 |SN |,CLR:00
2015,3,2,0.0,32.0,16.0,27.069444444444443,22.52777777777778,25.305555555555557,16.0,5.902777777777778,100.0,69.0,83.01388888888889,278.3731626969067,0.0,25.0,-SN:03 |SN |,CLR:00
2015,3,3,0.0,36.0,12.0,26.319444444444443,19.291666666666668,23.51388888888889,11.0,2.1805555555555554,93.0,48.0,76.44444444444444,3.293444209860408,0.0,,-SN:03 |SN |,CLR:00
2015,3,4,0.0,43.0,21.0,31.944444444444443,11.36111111111111,25.194444444444443,14.0,5.125,86.0,12.0,51.041666666666664,53.77566499721802,0.0,18.0,,CLR:00
2015,3,5,0.0,48.0,14.0,30.681159420289855,5.565217391304348,22.565217391304348,11.0,4.101449275362318,79.0,10.0,42.65217391304348,29.372993889337923,0.0,16.0,,CLR:00
2015,3,6,0.0,50.0,18.0,33.34722222222222,9.055555555555555,24.97222222222222,17.0,5.638888888888889,73.0,9.0,43.25,43.92289930463014,0.0,22.0,,CLR:00
2015,3,7,0.0,54.0,21.0,36.94444444444444,12.083333333333334,27.88888888888889,13.0,2.9722222222222223,74.0,8.0,44.56944444444444,22.12076601360047,0.0,16.0,,CLR:00
2015,3,8,0.0,59.0,23.0,39.611111111111114,18.38888888888889,30.98611111111111,10.0,2.5277777777777777,80.0,16.0,49.486111111111114,355.16276876034055,0.0,16.0,,CLR:00
2015,3,9,0.0,55.0,23.0,38.291666666666664,14.777777777777779,29.305555555555557,11.0,3.138888888888889,80.0,16.0,45.65277777777778,11.115078387969488,0.0,18.0,,CLR:00
2015,3,10,0.0,59.0,21.0,40.77777777777778,15.416666666666666,30.72222222222222,10.0,2.8194444444444446,74.0,13.0,42.81944444444444,17.981556224738153,0.0,17.0,,CLR:00
2015,3,11,0.0,54.0,32.0,43.361111111111114,22.23611111111111,34.486111111111114,13.0,4.430555555555555,81.0,24.0,46.958333333333336,271.9828437093006,0.0,20.0,,CLR:00
2015,3,12,0.0,54.0,28.0,43.47222222222222,28.15277777777778,36.638888888888886,22.0,10.166666666666666,87.0,40.0,57.013888888888886,36.80440967838698,0.0,37.0,,CLR:00
2015,3,13,0.0,54.0,32.0,45.458333333333336,25.27777777777778,36.541666666666664,18.0,10.430555555555555,69.0,28.0,47.041666666666664,53.21643492452289,50.0,25.0,,CLR:00
2015,3,14,0.0,61.0,28.0,43.90277777777778,25.819444444444443,35.59722222222222,14.0,3.861111111111111,86.0,25.0,54.208333333333336,18.347708120697693,0.0,20.0,,CLR:00
2015,3,15,0.0,61.0,30.0,44.791666666666664,26.625,36.43055555555556,11.0,2.513888888888889,81.0,25.0,54.486111111111114,10.941141254321366,0.0,21.0,,CLR:00
2015,3,16,0.0,61.0,32.0,45.5,24.833333333333332,36.125,13.0,3.2083333333333335,87.0,21.0,50.47222222222222,321.6566567876823,0.0,16.0,,CLR:00
2015,3,17,0.0,59.0,32.0,44.458333333333336,25.75,36.09722222222222,15.0,4.555555555555555,87.0,21.0,51.15277777777778,289.60463822739746,0.0,22.0,HZ:7 ||HZ,CLR:00
2015,3,18,0.0,54.0,36.0,42.388888888888886,29.180555555555557,36.513888888888886,13.0,2.4166666666666665,87.0,26.0,63.166666666666664,359.62634050586627,0.0,20.0,-RA:02 |RA |,CLR:00
2015,3,19,0.0,54.0,32.0,43.16901408450704,25.43661971830986,35.49295774647887,16.0,5.126760563380282,93.0,20.0,54.7887323943662,21.166270074218943,0.0,28.0,-DZ:01 |DZ |,CLR:00
2015,3,20,0.11,59.0,25.0,41.60294117647059,18.0,32.05882352941177,14.0,3.9705882352941178,75.0,14.0,45.411764705882355,21.562287393699123,0.0,20.0,HZ:7 ||HZ,CLR:00
2015,3,21,0.0,61.0,27.0,44.02777777777778,13.069444444444445,32.18055555555556,13.0,5.833333333333333,81.0,10.0,37.125,290.33839603985774,0.0,22.0,,CLR:00
2015,3,22,0.0,55.0,32.0,44.111111111111114,20.805555555555557,34.47222222222222,15.0,8.38888888888889,65.0,17.0,41.05555555555556,249.73700720257503,250.0,25.0,,CLR:00
2015,3,23,0.0,55.0,32.0,40.53703703703704,14.333333333333334,30.61111111111111,16.0,5.907407407407407,52.0,17.0,35.7037037037037,261.6368083708048,0.0,21.0,,CLR:00
2015,3,24,0.0,55.0,30.0,42.583333333333336,24.125,34.513888888888886,13.0,3.0555555555555554,75.0,26.0,50.56944444444444,348.77721549712186,0.0,22.0,,CLR:00
2015,3,25,0.0,55.0,30.0,42.30555555555556,23.02777777777778,33.94444444444444,13.0,4.194444444444445,75.0,28.0,49.263888888888886,25.620594376463103,0.0,18.0,,CLR:00
2015,3,26,0.0,61.0,28.0,43.666666666666664,19.916666666666668,33.611111111111114,15.0,4.75,69.0,20.0,43.15277777777778,40.67315049679602,0.0,21.0,,CLR:00
2015,3,27,0.0,66.0,28.0,46.68055555555556,24.38888888888889,36.513888888888886,10.0,2.5277777777777777,75.0,19.0,48.013888888888886,356.71110346398814,0.0,,,CLR:00
2015,3,28,0.0,68.0,28.0,47.333333333333336,16.73611111111111,34.875,13.0,3.7777777777777777,81.0,7.0,41.05555555555556,312.6979553761896,0.0,17.0,,CLR:00
2015,3,29,0.0,68.0,28.0,46.791666666666664,17.63888888888889,34.65277777777778,15.0,3.263888888888889,64.0,10.0,37.208333333333336,354.17177192735494,0.0,20.0,,CLR:00
